resource_id,resource_name,acronym,official_identity,description,homepage_url,data_access_url,research_areas,keywords,data_product_types,data_formats,visualization_types,geographic_coverage,covers_brazil,spatial_resolution,temporal_coverage,temporal_resolution,data_sources,free_download,access_conditions,programmatic_access,access_protocols,authentication_required,access_documentation_url,license,institutional_status,owner_or_manager,academic_uses,limitations,academic_evidence_type,academic_evidence_url,academic_evidence_note,verification_url,last_verified
DR0101,Contas Nacionais — IBGE,Contas Nacionais IBGE,"Família institucional de sistemas de contas nacionais, regionais e municipais do IBGE","Reúne sistemas estatísticos macroeconômicos do IBGE compatíveis com o System of National Accounts, incluindo contas nacionais anuais e trimestrais, contas regionais, PIB dos Municípios e matrizes de insumo-produto.",https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais.html,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais.html,Planejamento Territorial e Políticas Públicas | Infraestruturas e Ciência de Dados,contas nacionais | PIB | contas regionais | PIB municipal | insumo-produto | macroeconomia | SNA,sistemas de contas | séries temporais | matrizes | tabelas | publicações | SIDRA,XLSX | ODS | TXT | SIDRA | PDF | HTML; varia por produto,tabelas | séries | mapas | publicações digitais,"Brasil; Grandes Regiões, Unidades da Federação e municípios conforme produto",sim,nacional | UF | município conforme produto,séries anuais e trimestrais; início varia por produto,anual | trimestral,pesquisas econômicas e domiciliares do IBGE | registros administrativos e fiscais | sistemas estatísticos integrados,sim,"aberto; observar revisão, benchmarking, ano de referência, classificações e nível territorial de cada produto",parcial,HTTPS | SIDRA,não,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais.html,não localizada no nível da família; verificar produto e arquivo,público,IBGE,"Análise macroeconômica, estrutura produtiva, desigualdades regionais, economia municipal, planejamento territorial e modelagem insumo-produto.","SCN, SCNT, SCR, PIB dos Municípios e MIP têm periodicidade, método, revisão e granularidade diferentes; PIB não mede diretamente bem-estar, sustentabilidade ou distribuição de renda e resultados de diferentes versões não devem ser misturados sem considerar revisões metodológicas.",documentação oficial,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais.html,"O IBGE documenta separadamente os sistemas anual, trimestral, regional, municipal e insumo-produto, todos articulados ao marco das Contas Nacionais.",https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais.html,2026-08-17
DR0102,Finanças Públicas — IBGE,Finanças Públicas IBGE,Família institucional de estatísticas de finanças públicas e conta intermediária de governo do IBGE,"Tema institucional do IBGE dedicado a estatísticas harmonizadas das finanças do governo geral e à Conta Intermediária de Governo, em articulação com Tesouro Nacional e Banco Central.",https://www.ibge.gov.br/estatisticas/economicas/financas-publicas.html,https://www.ibge.gov.br/estatisticas/economicas/financas-publicas.html,Planejamento Territorial e Políticas Públicas | Infraestruturas e Ciência de Dados,finanças públicas | governo geral | receita | despesa | SIAFI | SICONFI | GFSM | SNA,estatísticas fiscais | conta intermediária | tabelas | publicações,XLSX | ODS | PDF | HTML; varia por edição,tabelas | publicações digitais,"Brasil; governo central, governos estaduais e municipais no conceito de governo geral",sim,setores e esferas de governo; agregação nacional,série anual; disponibilidade varia por componente,anual,SIAFI | SICONFI/FINBRA | demonstrativos contábeis | Banco Central | harmonização IBGE/STN/BCB,sim,aberto; observar conceitos GFSM 2014 e SNA 2008 e política de revisão,desconhecido,HTTPS,não,https://www.ibge.gov.br/estatisticas/economicas/financas-publicas/9083-estatisticas-de-financas-publicas-e-conta-intermediaria-de-governo.html,não localizada no nível da família; verificar produto e arquivo,público,IBGE em parceria com Secretaria do Tesouro Nacional e Banco Central do Brasil,"Análise fiscal, contas do governo, receita e despesa públicas, financiamento do governo e compatibilização macroeconômica.","As estatísticas harmonizadas do IBGE não substituem outras estatísticas fiscais do Tesouro Nacional ou Banco Central, que seguem escopos e metodologias próprios; valores nominais e classificações devem ser interpretados no sistema estatístico correspondente.",documentação oficial,https://www.ibge.gov.br/estatisticas/economicas/financas-publicas/9083-estatisticas-de-financas-publicas-e-conta-intermediaria-de-governo.html,A documentação oficial explicita a harmonização entre GFSM 2014 e SNA 2008 e as fontes administrativas utilizadas.,https://www.ibge.gov.br/estatisticas/economicas/financas-publicas/9083-estatisticas-de-financas-publicas-e-conta-intermediaria-de-governo.html,2026-08-17
DR0103,Programa Queimadas — INPE,Programa Queimadas INPE,Programa nacional do INPE para monitoramento e modelagem de queimadas e incêndios florestais por sensoriamento remoto,"Infraestrutura oficial do INPE que produz e distribui dados, produtos, processos e geosserviços para monitorar fogo ativo na vegetação, eventos de fogo, área queimada, risco meteorológico de fogo e informações ambientais associadas.",https://terrabrasilis.dpi.inpe.br/queimadas/portal/,https://terrabrasilis.dpi.inpe.br/queimadas/portal/pages/secao_downloads/dados-abertos/index.html,Ciências Ambientais e Ecologia | Clima e Ciências Atmosféricas | Sensoriamento Remoto e Geoinformação,queimadas | incêndios florestais | fogo ativo | área queimada | risco de fogo | sensoriamento remoto | INPE,dados de focos | eventos de fogo | área queimada | risco meteorológico | geosserviços | boletins,CSV | KML | GeoTIFF | serviços OGC | PDF | formatos conforme produto,mapa interativo | dashboard | séries | relatórios,Brasil e recortes territoriais; alguns produtos possuem cobertura regional/internacional conforme sistema,sim,"varia por satélite, sensor e produto; AQ1km é produto de área queimada com grade nominal de 1 km",acervo de focos desde 1998; demais séries conforme produto,10 minutos a mensal/anual conforme produto,satélites de observação da Terra | dados meteorológicos | limites oficiais | modelagem INPE,sim,"dados e produtos públicos sem custo; observar metodologia, satélite de referência, versão e limitações de cada produto",sim,HTTPS | CSV/KML download | OGC WMS/WFS,não,https://terrabrasilis.dpi.inpe.br/queimadas/portal/pages/secao_downloads/dados-abertos/index.html,dados abertos para uso público; verificar termos e atribuição específicos do produto/arquivo,público,INPE / MCTI,"Ecologia do fogo, monitoramento de incêndios, climatologia, conservação, saúde ambiental, análise espaço-temporal e gestão de riscos.","Foco de fogo ativo, evento de fogo, área queimada e risco de fogo são produtos distintos e não devem ser tratados como medidas equivalentes. Detecção orbital depende de sensor, passagem, nuvens, resolução e critérios algorítmicos; contagens de focos não equivalem diretamente a número de incêndios nem a área queimada.",documentação técnica oficial,https://www.gov.br/inpe/pt-br/acesso-a-informacao/perguntas-frequentes/principais-produtos-e-servicos-do-inpe/monitoramento-do-territorio-queimadas,"O INPE documenta monitoramento por satélite, risco de fogo, emissões e múltiplos produtos públicos; o portal Programa Queimadas discrimina sistemas, downloads e relatórios.",https://terrabrasilis.dpi.inpe.br/queimadas/portal/,2026-08-17
DR0104,Serviço Geológico do Brasil — dados e sistemas geocientíficos,SGB/CPRM,Infraestrutura institucional de dados geocientíficos do Serviço Geológico do Brasil,"Ecossistema oficial do Serviço Geológico do Brasil para descoberta, consulta e disseminação de dados geológicos, geodiversidade, hidrogeologia e monitoramento de águas subterrâneas, incluindo GeoSGB e sistemas temáticos associados.",https://www.sgb.gov.br/,https://geosgb.sgb.gov.br/geosgb/,"Ciências Ambientais e Ecologia | Geociências, Solos e Geografia Física | Sensoriamento Remoto e Geoinformação | Recursos Hídricos e Oceanografia",geologia | geodiversidade | hidrogeologia | águas subterrâneas | cartografia geológica | GeoSGB | SGB | CPRM,catálogo geocientífico | mapas | dados vetoriais | serviços web | séries de monitoramento | relatórios,mapas e SIG | PDF | vetores geoespaciais | JSON via serviços REST | formatos variáveis por produto,mapas interativos | serviços de mapa | catálogos | séries e consultas temáticas,"Brasil; produtos regionais, estaduais, municipais e pontuais conforme levantamento ou rede",sim,heterogênea; escalas cartográficas e suportes variam por produto e levantamento,acervos históricos e produtos correntes; varia por produto,varia por produto; monitoramento contínuo em redes específicas,levantamentos geológicos e hidrogeológicos | mapeamento de campo | sensoriamento remoto | redes de monitoramento | bases institucionais,parcial,consulta pública e downloads/serviços conforme produto; verificar condições específicas de cada sistema ou arquivo,parcial,HTTPS | ArcGIS REST | WMS | downloads conforme produto,desconhecido,https://geosgb.sgb.gov.br/geosgb/,portal GeoSGB sob CC BY-NC 4.0; verificar licença e atribuição no produto ou arquivo específico,público,Serviço Geológico do Brasil — SGB / Ministério de Minas e Energia,"Geologia, geodiversidade, hidrogeologia, águas subterrâneas, planejamento territorial, riscos geológicos, cartografia e integração de dados geocientíficos.","A fonte agrega produtos de épocas, escalas, métodos e maturidades distintos; camada de visualização, mapa cartográfico, dado vetorial e série de monitoramento não são objetos intercambiáveis. Preservar escala, versão, levantamento e metadados do produto utilizado.",documentação técnica oficial,https://geosgb.sgb.gov.br/geosgb/sobre_geosgb.html,O SGB identifica o GeoSGB como seu sistema de geociências e mantém serviços e produtos temáticos próprios; as propriedades científicas devem ser verificadas no nível do produto.,https://geosgb.sgb.gov.br/geosgb/sobre_geosgb.html,2026-08-17
DR0105,Dados e Sistemas de Biodiversidade e Unidades de Conservação — ICMBio,ICMBio Dados,"Infraestrutura institucional do ICMBio para dados de unidades de conservação, biodiversidade, gestão e monitoramento","Ecossistema oficial do Instituto Chico Mendes que reúne dados geoespaciais de unidades de conservação federais, avaliação de efetividade de gestão, avaliação do risco de extinção da fauna, monitoramento da biodiversidade e instrumentos de conservação.",https://www.gov.br/icmbio/pt-br/dados-icmbio,https://www.gov.br/icmbio/pt-br/acesso-a-informacao/dados-abertos,Ciências Ambientais e Ecologia | Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,unidades de conservação | biodiversidade | espécies ameaçadas | monitoramento | gestão | geodados | ICMBio,dados geoespaciais | sistemas de biodiversidade | indicadores de gestão | dados abertos | painéis,SHP | CSV | XLSX | ODS | serviços WFS/WMS | dashboards | formatos conforme produto,mapas | painéis | fichas de espécies | indicadores,Brasil — unidades de conservação federais e demais recortes conforme produto,sim,"heterogênea; limites vetoriais, unidades de conservação, sítios e registros conforme produto",acervos históricos e produtos correntes; varia por sistema,varia por produto e ciclo,cadastros institucionais | monitoramento de campo | avaliações de especialistas | geodados oficiais | instrumentos de gestão,parcial,"consulta pública e downloads/serviços conforme produto; observar versão, escopo e restrições específicas de cada sistema",parcial,HTTPS | WFS | WMS | downloads,desconhecido,https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais,não localizada no nível da família; verificar produto e arquivo específico,público,Instituto Chico Mendes de Conservação da Biodiversidade — ICMBio / MMA,"Conservação, efetividade de gestão de áreas protegidas, biodiversidade, risco de extinção, monitoramento ecológico e planejamento territorial.","Produtos têm escopos, ciclos, metodologias e unidades analíticas distintas; limite de UC, indicador de gestão, avaliação de espécie, plano de ação e monitoramento in situ não são medidas intercambiáveis.",documentação técnica oficial,https://www.gov.br/icmbio/pt-br/dados-icmbio,"O ICMBio mantém páginas oficiais e dados abertos para geodados, SAMGe, SALVE, Programa Monitora e PAN; propriedades científicas devem ser verificadas no nível do produto.",https://www.gov.br/icmbio/pt-br/dados-icmbio,2026-08-17
DR0106,Dados Abertos e Sistemas Ambientais — Ibama,Ibama Dados Abertos,Portal oficial de dados abertos e sistemas administrativos do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,"Fonte institucional do Ibama para conjuntos de dados administrativos, geoespaciais e operacionais sobre fiscalização ambiental, fogo, uso de recursos florestais, comércio de fauna e flora e outros temas ambientais.",https://www.gov.br/ibama/pt-br,https://dadosabertos.ibama.gov.br/,"Ciências Ambientais e Ecologia | Biodiversidade e Conservação | Agricultura, Florestas e Uso da Terra | Planejamento Territorial e Políticas Públicas",Ibama | fiscalização ambiental | fogo | Sinaflor | Siscites | dados abertos,registros administrativos | dados geoespaciais | séries | API,CSV | XML | JSON | SHP | HTML,busca tabular | pré-visualização de dados | painéis,nacional — Brasil,sim,registros pontuais e polígonos; varia conforme o conjunto,histórica e corrente; varia conforme o sistema,evento/registro a atualização diária ou semanal; varia conforme o conjunto,sistemas administrativos do Ibama | fiscalização | Prevfogo | Sinaflor | Siscites,sim,aberto; condições e estrutura variam por conjunto,sim,CKAN API | HTTP download,não,https://dadosabertos.ibama.gov.br/,varia conforme o conjunto; o catálogo CKAN identifica licenças abertas no nível do dataset,público,Ibama / Governo Federal do Brasil,"Analisar fiscalização ambiental, incêndios verificados em campo, autorizações florestais e comércio autorizado de fauna e flora, preservando a natureza administrativa e o desenho de cada sistema.","Os conjuntos são produzidos por sistemas administrativos e operacionais distintos. Cobertura, atualização, geometria, universo de registros e licença variam por dataset; ausência de registro não implica ausência do fenômeno ambiental.",documentação técnica oficial,https://www.gov.br/ibama/pt-br/acesso-a-informacao/dados-abertos,"O portal oficial e os metadados CKAN documentam os conjuntos, formatos, mantenedores, frequências e condições de acesso; a adequação analítica depende do sistema de origem.",https://dadosabertos.ibama.gov.br/,2026-08-17
DR0107,Inventário Florestal Nacional — Serviço Florestal Brasileiro,IFN/SFB,Inventário Florestal Nacional coordenado pelo Serviço Florestal Brasileiro,"Programa nacional contínuo de inventário florestal com medições biofísicas, solos, necromassa, serapilheira, coletas botânicas, biomassa/carbono e levantamento socioambiental em unidades amostrais.",https://www.gov.br/florestal/pt-br/assuntos/ifn,https://dados.florestal.gov.br/group/ifn,"Ciências Ambientais e Ecologia | Agricultura, Florestas e Uso da Terra | Biodiversidade e Conservação",inventário florestal | biomassa | carbono | solos | necromassa | serapilheira | botânica | IFN,dados amostrais | tabelas por UF | painéis | metadados | coleções botânicas,CSV | XLSX | PDF | Darwin Core; varia por produto,painéis | tabelas | gráficos | mapas conforme produto,Brasil — cobertura por unidades amostrais e UFs já inventariadas; varia conforme o produto e ciclo,sim,unidade amostral/ponto e agregações por UF; varia conforme produto,levantamentos por ciclos e campanhas; produtos abertos com versões 2024–2026 auditadas,campanha/ciclo; atualização por publicação do conjunto,medições de campo do IFN | análises laboratoriais | coletas botânicas | entrevistas socioambientais | equações de biomassa,sim,"aberto; observar metadados, cobertura por UF, versão e desenho amostral de cada conjunto",sim,CKAN API | HTTPS download,não,https://snif.florestal.gov.br/pt-br/temas-florestais/ifn,varia por conjunto; vários produtos CC BY e outros sem licença específica declarada,público,Serviço Florestal Brasileiro — SFB / Ministério do Meio Ambiente e Mudança do Clima,"Ecologia florestal, biomassa e carbono, estrutura e composição florestal, solos, necromassa, botânica, monitoramento e modelagem de estoques.",O IFN é amostral e sua cobertura espacial/temporal depende das UFs e ciclos efetivamente levantados. Pontos amostrais e estimativas derivadas não equivalem a superfícies contínuas nem a censo de toda a vegetação.,documentação técnica oficial,https://www.gov.br/florestal/pt-br/assuntos/ifn,"A documentação oficial define o IFN como ação contínua de coleta sistemática em campo sobre estrutura, composição, biomassa, carbono, necromassa, solos, botânica e dimensões socioambientais.",https://snif.florestal.gov.br/pt-br/temas-florestais/ifn,2026-08-17
DR0108,Cadastro Nacional de Unidades de Conservação — MMA,CNUC,Cadastro Nacional de Unidades de Conservação do Sistema Nacional de Unidades de Conservação da Natureza,"Cadastro oficial nacional de unidades de conservação registradas no SNUC, com atributos físicos, gerenciais, administrativos e dados georreferenciados das UCs federais, estaduais, distritais e municipais registradas.",https://www.gov.br/mma/pt-br/composicao/sbio/dap/cadastro-nacional-de-ucs,https://dados.mma.gov.br/dataset/unidadesdeconservacao,Biodiversidade e Conservação | Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,unidades de conservação | SNUC | CNUC | áreas protegidas | limites | gestão,cadastro administrativo | tabela | polígonos vetoriais | metadados,CSV | ZIP | SHP,tabelas | mapas conforme serviço,Brasil — unidades de conservação com registro ativo no CNUC nas diferentes esferas de governo,sim,polígono/UC e atributos cadastrais; precisão depende do dado encaminhado pelo órgão gestor,cadastro corrente com snapshots semestrais; edição auditada março de 2026,registro administrativo e snapshot semestral,"órgãos gestores federais, estaduais, distrital e municipais | cadastro institucional do SNUC",sim,aberto; interpretar apenas UCs registradas e ativas no snapshot e preservar data/versão,sim,CKAN API | HTTPS download,não,https://dados.mma.gov.br/dataset/unidadesdeconservacao,Creative Commons Atribuição no conjunto de dados,público,Departamento de Áreas Protegidas — Ministério do Meio Ambiente e Mudança do Clima,"Planejamento de conservação, cobertura de áreas protegidas, análises territoriais, representatividade de biomas e estudos de políticas públicas.","Cadastro administrativo: ausência de uma UC no snapshot não prova inexistência jurídica; geometria, atributos e atualização dependem dos órgãos gestores. Não confundir CNUC com a camada exclusiva de UCs federais do ICMBio.",documentação técnica oficial,https://www.gov.br/mma/pt-br/composicao/sbio/dap/cadastro-nacional-de-ucs,"O MMA define o CNUC como banco oficial do SNUC com características físicas, gerenciais e dados georreferenciados das UCs.",https://dados.mma.gov.br/dataset/unidadesdeconservacao,2026-08-17
DR0109,Cadastro Ambiental Rural e Regularização Ambiental Rural — SFB,SICAR/CAR,Sistema Nacional de Cadastro Ambiental Rural e instrumentos públicos de regularização ambiental rural,"Ecossistema público do Cadastro Ambiental Rural e da regularização ambiental, incluindo consulta/download de dados públicos georreferenciados do SICAR e painéis consolidados sobre análise cadastral, PRA, APP e Reserva Legal.",https://www.gov.br/florestal/pt-br/assuntos/regularizacao-ambiental,https://consulta.car.gov.br/,"Planejamento Territorial e Políticas Públicas | Agricultura, Florestas e Uso da Terra | Sensoriamento Remoto e Geoinformação",CAR | SICAR | imóvel rural | APP | Reserva Legal | PRA | regularização ambiental,cadastro georreferenciado | downloads | geosserviços | indicadores | painéis,dados geoespaciais e tabulares | geosserviços | Power BI | PDF; varia por produto,mapa interativo | painel | tabelas | gráficos,Brasil — imóveis rurais inscritos no CAR e indicadores consolidados de regularização ambiental,sim,imóvel rural/feições declaradas e agregações municipais/estaduais conforme produto,cadastro corrente; consulta pública atualizada mensalmente; painéis com séries conforme indicador,registro cadastral a mensal conforme produto,declarações do CAR/SICAR | análises dos órgãos ambientais | processos de regularização ambiental,parcial,dados públicos abertos conforme Consulta Pública; informações individualizadas do detentor e documentos pessoais possuem regras próprias,sim,geosserviços | HTTPS download | painéis,não,https://consulta.car.gov.br/about,varia por produto; verificar a licença indicada no serviço ou conjunto,público,Serviço Florestal Brasileiro — SFB / Governo Federal do Brasil,"Uso da terra, conservação em imóveis rurais, APP, Reserva Legal, regularização ambiental, análise territorial e políticas de implementação do Código Florestal.",O CAR é cadastro georreferenciado autodeclaratório e obrigatório; inscrição não equivale a validação fundiária ou ambiental. Geometrias e atributos podem ser retificados e sobrepostos; indicadores de regularização são derivados do estado dos processos.,documentação técnica oficial,https://www.gov.br/florestal/pt-br/assuntos/regularizacao-ambiental,"O SFB define o CAR como base georreferenciada autodeclaratória e o SICAR como plataforma nacional de recepção, integração, gestão, análise e regularização dessas informações.",https://consulta.car.gov.br/about,2026-08-17
DR0110,GeoInfo — Infraestrutura de Dados Espaciais da Embrapa,GeoInfo Embrapa,Infraestrutura de Dados Espaciais e repositório de dados espaciais da Embrapa,"Infraestrutura institucional da Embrapa para organizar, preservar, documentar, compartilhar e disseminar dados geoespaciais de pesquisa, com metadados, mapas, downloads e serviços web interoperáveis.",https://www.embrapa.br/web/territorial/geoinfo,https://geoinfo.dados.embrapa.br/,"Ciências Ambientais e Ecologia | Geociências, Solos e Geografia Física | Sensoriamento Remoto e Geoinformação | Agricultura, Florestas e Uso da Terra | Infraestruturas e Ciência de Dados",GeoInfo | Embrapa | dados geoespaciais | solos | agricultura | INDE | GeoNode | GeoNetwork,datasets geoespaciais | mapas | metadados | serviços web | documentos,Shapefile | GeoJSON | GML | GeoTIFF | CSV | PDF | formatos variáveis por dataset,catálogo | mapas interativos | pré-visualização de camadas,Brasil e recortes subnacionais; cobertura varia por dataset da Embrapa,sim,"varia por produto, levantamento e escala cartográfica",acervo histórico e produtos correntes; varia por dataset,varia por dataset,pesquisa e desenvolvimento da Embrapa | levantamentos de campo | sensoriamento remoto | modelagem | bases parceiras conforme produto,parcial,"muitos datasets são públicos; acesso, licença e restrições devem ser verificados no metadado de cada recurso",sim,HTTPS | serviços web geoespaciais | downloads em formatos abertos,parcial,https://www.embrapa.br/dados-de-pesquisa,varia por dataset; registrar a licença no nível do recurso/distribuição,público,Empresa Brasileira de Pesquisa Agropecuária — Embrapa,"Pedologia, agricultura, sensoriamento remoto, planejamento territorial, conservação de solo e água, modelagem espacial e ciência aberta.","GeoInfo é infraestrutura/repositório, não dataset único. Escala, resolução, data, método, licença, autoria e qualidade variam entre recursos; preservar os metadados do produto utilizado.",documentação técnica oficial,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1157804/geoinfo-repositorio-de-dados-espaciais-da-embrapa,"A Embrapa descreve GeoInfo como seu repositório/infraestrutura de dados espaciais, alinhado à INDE e voltado à abertura e interoperabilidade dos dados de pesquisa.",https://www.embrapa.br/web/territorial/geoinfo,2026-08-17
DR0111,"Embrapa Solos — dados, sistemas e soluções de informação de solos",Embrapa Solos,"Unidade da Embrapa responsável por pesquisa e soluções tecnológicas em solos, incluindo bases de perfis e plataformas de informação pedológica","Fonte institucional para bancos de perfis e amostras, sistemas de consulta e plataformas integradoras de informações de solos brasileiros produzidas ou coordenadas pela Embrapa Solos.",https://www.embrapa.br/solos,https://www.embrapa.br/web/solos/solucoes-tecnologicas,"Ciências Ambientais e Ecologia | Geociências, Solos e Geografia Física | Agricultura, Florestas e Uso da Terra | Infraestruturas e Ciência de Dados",solos | pedologia | perfis de solo | BD Solos | PronaSolos | Embrapa Solos,bancos de dados | sistemas de consulta | plataformas SIGWeb | mapas e informações pedológicas,tabelas | dados georreferenciados | mapas | formatos variáveis conforme sistema,consulta pública | SIGWeb | mapas | tabelas,"Brasil; cobertura efetiva varia por banco, levantamento e plataforma",sim,"perfil/amostra, mapa ou unidade de levantamento conforme produto",levantamentos históricos e correntes; varia por produto,"não uniforme; por levantamento, perfil, amostra ou atualização de sistema",levantamentos pedológicos | análises laboratoriais | projetos técnico-científicos da Embrapa | dados de instituições parceiras conforme produto,parcial,consulta pública em produtos selecionados; licenças e condições de uso variam por sistema e finalidade,desconhecido,HTTPS | consulta web | SIGWeb conforme produto,parcial,https://www.embrapa.br/web/solos/solucoes-tecnologicas,varia por produto; BD Solos declara condições específicas para uso profissional/comercial,público,Embrapa Solos / Empresa Brasileira de Pesquisa Agropecuária — Embrapa,"Pedologia, mapeamento digital de solos, carbono do solo, aptidão agrícola, conservação do solo, fertilidade e planejamento territorial.","Os sistemas combinam observações, levantamentos e produtos derivados com diferentes épocas, escalas e métodos. Perfil observado, mapa modelado e plataforma agregadora não são objetos equivalentes.",documentação técnica oficial,https://www.embrapa.br/en/web/solos/busca-de-solucoes-tecnologicas/-/produto-servico/2236/banco-de-dados-de-solos-bd-solos,"A documentação oficial descreve bancos e plataformas de solos da Embrapa, suas unidades de informação, condições de uso e limitações.",https://www.embrapa.br/web/solos/solucoes-tecnologicas,2026-08-17
DR0112,"OpenWeather — Weather, Air Pollution, Solar and Fire Weather APIs",OpenWeather,OpenWeather developer weather data platform and APIs,"Plataforma global de dados meteorológicos que fornece por API condições atuais, previsões, histórico, qualidade do ar, irradiância solar, índice meteorológico de perigo de incêndio e camadas cartográficas.",https://openweathermap.org/,https://openweathermap.org/api,Clima e Ciências Atmosféricas | Ciências Ambientais e Ecologia | Infraestruturas e Ciência de Dados,clima | meteorologia | previsão do tempo | histórico meteorológico | qualidade do ar | poluição atmosférica | irradiância solar | risco de incêndio | API,condições meteorológicas atuais | previsões | histórico meteorológico | qualidade do ar | irradiância solar | índice de perigo de incêndio | camadas cartográficas,JSON | XML | HTML | tiles de mapa; depende do produto,mapas meteorológicos | camadas XYZ | integração em aplicações e SIG,global; consultas por coordenadas e produtos cartográficos globais,sim,consultas pontuais por latitude/longitude; tiles XYZ nos mapas; suporte meteorológico subjacente depende do produto e do modelo,condições atuais e previsões; produtos históricos alcançam 1979 em linhas específicas; cobertura depende do produto,de minuto a diária conforme o produto; histórico meteorológico principal disponível em passo horário,modelos meteorológicos globais e locais | satélites | radares | estações meteorológicas | GFS | ECMWF | modelos próprios da OpenWeather,parcial,"cadastro e chave de API; alguns produtos possuem acesso em planos gratuitos, enquanto histórico avançado, mapas 2.0, irradiância solar e FWI dependem de assinatura ou cotação",sim,REST API | HTTPS | tiles XYZ,sim,https://openweathermap.org/api,"varia conforme o plano: Open License em planos de autoatendimento, com CC BY-SA 4.0 e requisitos de atribuição/share-alike documentados; licenças OpenWeather for Business diferem por assinatura",serviço privado internacional,OpenWeather (OWM Group),"Usar covariáveis meteorológicas espaço-temporais em análises ecológicas e territoriais; obter condições e previsões; caracterizar qualidade do ar, irradiância solar e perigo meteorológico de incêndio; integrar dados climáticos em fluxos reprodutíveis via API.","Serviço comercial que combina observações e modelos; uma consulta por coordenada não equivale necessariamente a uma observação de estação naquele ponto. Cobertura, horizonte, atualização, preço e licença variam por produto e plano. Para reprodutibilidade, registrar endpoint/versão, coordenadas, instante da consulta, unidades e resposta obtida.",documentação técnica oficial,https://openweathermap.org/api,"Documentação oficial descreve as coleções de dados atuais, previsão, histórico, mapas, qualidade do ar, irradiância solar e índice meteorológico de incêndio, incluindo formatos, horizontes e condições de acesso.",https://openweathermap.org/api,2026-08-17
DR0113,Portal de Dados Abertos do SUS — Ministério da Saúde,Dados Abertos SUS,Portal oficial de dados abertos do Sistema Único de Saúde e do Ministério da Saúde,"Catálogo oficial de conjuntos e recursos de saúde pública, vigilância epidemiológica, assistência e saúde ambiental, com downloads estruturados, dicionários e APIs quando disponíveis.",https://dadosabertos.saude.gov.br/,https://dadosabertos.saude.gov.br/dataset/,Planejamento Territorial e Políticas Públicas | Ciências Ambientais e Ecologia | Infraestruturas e Ciência de Dados,SUS | saúde pública | vigilância epidemiológica | SIM | SINASC | SINAN | CNES | SISAGUA | dados abertos,datasets | séries administrativas | vigilância | cadastros | APIs | dicionários de dados,CSV | JSON | XML | API | PDF | ODT,catálogo web | documentação de API,Brasil; detalhamento territorial depende do sistema e do conjunto,sim,"registro individual anonimizado, estabelecimento, sistema de abastecimento ou agregação territorial conforme produto",varia por sistema; inclui séries históricas e atualizações correntes,evento | mensal | anual conforme produto,sistemas nacionais de informação em saúde | registros administrativos | notificações | vigilância | gestores locais,sim,"acesso público aos recursos de disseminação; observar anonimização, LGPD, dicionários, versões e limitações de cada sistema",sim,HTTPS | API | download HTTP/HTTPS,não,https://dadosabertos.saude.gov.br/,conteúdo do portal sob CC Atribuição-SemDerivações 3.0; verificar termos no nível do conjunto e do arquivo,público,Ministério da Saúde — Brasil,"Epidemiologia, saúde ambiental, demografia, mortalidade, natalidade, vigilância de agravos, infraestrutura de saúde, água para consumo humano e políticas públicas.","Cobertura, completude, atraso, definições, versões, população sob vigilância e granularidade variam por sistema. Registros administrativos e notificações não equivalem a censos epidemiológicos perfeitos; análises devem preservar dicionários, competência, versão e regras de sigilo.",documentação oficial,https://dadosabertos.saude.gov.br/,"O portal oficial documenta conjuntos, recursos, formatos, atualização, dicionários e APIs de sistemas nacionais de saúde e vigilância.",https://dadosabertos.saude.gov.br/dataset/,2026-08-17
